# Project DownloadCount ErrorProbability
pygrok 111519 0
pylint-gitlab 111510 1
cnvrg 111331 1
lerc 111312 1
ipcqueue 111229 1
dbus-python 111209 1
museval 111164 1
opentelemetry-instrumentation-pymysql 111035 1
sip 110887 0
python-speech-features 110859 1
logger 110830 1
types-backports 110602 0
ibm-watson 110597 0
python-amazon-sp-api 110595 1
pandas-schema 110412 1
django-solo 110402 1
libsast 110399 1
guppy3 110383 0
b2sdk 110371 1
mujoco 110254 1
trufflehog 110228 1
unstructured-pytesseract 110120 1
flask-sock 110102 1
anndata 110092 1
segno 110080 0
pytest-docker 109992 0
google-oauth 109866 1
slowapi 109841 0
pyannote-database 109830 1
mdformat 109782 0
exrex 109640 0
django-autoslug 109596 1
pyqtgraph 109556 0
joblibspark 109457 1
xenon 109443 1
findlibs 109285 0
draftjs-exporter 109241 0
akeyless 109092 1
decord 109026 0
dodgy 108994 0
pyannote-metrics 108756 1
azure-cognitiveservices-speech 108712 1
synr 108613 1
vici 108578 1
pangres 108568 1
pyobjc-framework-qtkit 108563 1
json-flatten 108476 1
word2number 108377 1
envparse 108238 1
logging-formatter-anticrlf 108200 1
untangle 108093 1
mplcursors 108052 1
mkdocs-include-markdown-plugin 108031 1
mkdocs-mermaid2-plugin 108016 0
keplergl 108004 1
robotframework-excellib 107987 1
pyasn1-alt-modules 107982 1
dartsclone 107835 1
google-cloud-recaptcha-enterprise 107824 1
jarowinkler 107817 0
python-binance 107810 0
airflow-code-editor 107792 1
pytest-qt 107751 0
flair 107693 1
neo4j-driver 107647 1
cronex 107642 1
msg-parser 107552 1
replicate 107466 1
dbt-duckdb 107463 1
pyjq 107440 1
cwcwidth 107433 0
flash-attn 107408 1
ruamel-yaml-jinja2 107386 1
arcgis2geojson 107278 1
ldap 107266 1
traits 107229 0
sphinxcontrib-confluencebuilder 107226 1
click-aliases 107158 0
telebot 106941 1
drf-orjson-renderer 106889 1
socksio 106842 0
cloudant 106840 1
types-pyasn1 106831 0
django-haystack 106828 0
dash-renderer 106780 0
df2gspread 106774 1
encodec 106722 1
jupyterhub 106651 1
nose-xunitmp 106648 1
razorpay 106524 1
datatile 106521 1
htbuilder 106514 1
docx 106494 1
chargebee 106463 1
fuzzyset 106435 1
basemap-data 106433 0
mkdocs-glightbox 106385 1
astral 106163 0
pyexcel-xlsx 106152 1
opentelemetry-instrumentation-asyncpg 106082 0
pymsalruntime 105944 1
hellosign-python-sdk 105939 1
sparse-dot-topn 105815 0
opentelemetry-instrumentation-sklearn 105755 1
os-client-config 105744 0
datetime-truncate 105742 1
pycognito 105674 0
cowsay 105666 0
djangorestframework-xml 105627 1
cfgrib 105588 0
flet 105568 1
xmltojson 105555 1
opentelemetry-instrumentation-elasticsearch 105439 1
django-mathfilters 105430 1
kerberos 105395 1
oschmod 105342 0
socketio-client 105202 0
twofish 105195 0
hahomematic 105111 0
filesplit 105056 1
layoutparser 105050 1
prefect-dbt 105032 1
python-helpscout-v2 104967 1
skyfield-data 104964 1
meshio 104952 0
pyformlang 104930 1
recordlinkage 104921 1
python-glanceclient 104892 1
bincopy 104862 0
mmcv 104835 1
modal 104744 1
mike 104691 0
django-pgviews-redux 104656 1
pilkit 104642 0
nbmake 104635 1
random-user-agent 104578 1
opentelemetry-instrumentation-pika 104578 1
netapp-lib 104529 1
flake8-mutable 104521 0
djangorestframework-dataclasses 104488 0
gcld3 104462 1
apache-airflow-providers-jira 104363 1
dawg-python 104338 0
liccheck 104318 1
nlpaug 104249 0
brotlicffi 104196 0
trustme 104149 0
case-convert 104136 1
aiohttp-jinja2 104078 0
paddleocr 104076 1
bpemb 104073 1
zappa 104046 1
sqlalchemy-databricks 104019 1
doublemetaphone 104009 1
hist 103955 0
files-com 103932 1
types-python-jose 103862 0
localstack-ext 103818 0
hiyapyco 103792 0
fschat 103760 1
apache-airflow-backport-providers-ssh 103484 1
bsdiff4 103294 0
python-documentcloud 103275 1
segmentation-models-pytorch 103259 1
drf-jwt 103227 0
lion-pytorch 103147 1
fab-classic 103068 1
dadaptation 103044 1
robotframework-datadriver 102996 1
utilsforecast 102991 1
taskipy 102952 1
mmhash3 102934 0
fastnumbers 102866 0
ariadne 102784 0
conda 102778 1
django-allow-cidr 102739 1
arxiv 102708 1
sphinxcontrib-plantuml 102692 1
rospkg 102635 0
imgtool 102579 1
celery-types 102535 0
trio-asyncio 102447 0
django-migration-linter 102436 1
esptool 102419 1
vessel-balticshipping 102408 1
dtaidistance 102242 1
dbus-fast 102234 0
sslyze 102228 1
splunk-cloud-sdk 102128 1
beniget 102118 0
jpholiday 102024 1
mosaicml-cli 102007 1
fireblocks-sdk 101962 1
tentaclio 101941 1
starlark-pyo3 101909 1
quantulum3 101845 1
hdf5plugin 101827 1
django-sekizai 101740 1
logutils 101604 0
ipyvue 101588 0
www-authenticate 101547 0
django-celery-email 101541 0
snowflake-core 101511 1
astpretty 101471 1
tensorflow-ranking 101342 1
types-geoip2 101319 1
opentelemetry-propagator-gcp 101307 1
dagster-mlflow 101279 1
asteroid-filterbanks 101242 1
yolov5 101139 1
aiojobs 101072 0
dask-awkward 101046 1
yorm 101032 1
rabbitpy 101022 1
pystardog 100964 0
pystac-client 100836 1
redis-om 100799 1
pymediainfo 100654 0
tentaclio-s3 100590 1
python-augeas 100590 1
rdt 100561 1
django-jsonfield 100496 1
python-nomad 100475 0
icontract 100327 0
azure-mgmt-automation 100299 1
mosaicml-streaming 100282 1
salt-lint 100175 1
databricks-automl-runtime 100113 1
requests-gssapi 100099 1
mysql-connector-python-rf 100097 1
pytest-schema 100092 1
coverage-badge 100075 1
cornac 99995 1
islpy 99943 1
emcee 99926 0
tryme 99925 1
pinotdb 99893 1
flask-ngrok 99892 1
stop-words 99701 1
simple-term-menu 99632 0
selectors2 99523 0
st-annotated-text 99447 1
drain3 99431 1
hvplot 99293 1
robotframework-selenium2library 99233 1
dynamixel-sdk 99205 0
moz-sql-parser 99162 1
mypy-boto3 99113 1
treetable 99058 1
qiskit-aer 98968 1
snowflake-ml-python 98959 1
mpu 98913 1
botorch 98912 1
psycopg2-pool 98911 1
etcd-sdk-python 98860 1
sphinxcontrib-napoleon 98805 1
amundsen-rds 98793 1
hf-transfer 98757 1
pockets 98726 1
pytest-alembic 98716 1
saspy 98705 1
cryptocode 98563 0
prince 98534 1
tuspy 98523 0
pybluez 98454 1
aiosmtpd 98450 1
pip-review 98444 1
wxpython 98412 1
postmarker 98322 1
tensorflow-decision-forests 98310 1
prov 98296 0
h3ronpy 98257 1
graphql-server-core 98186 0
e3nn 98141 1
actions-toolkit 98104 1
robotframework-sapguilibrary 98096 1
salt-analytics-framework 98066 1
pytest-flakefinder 97996 1
google-events 97876 1
phaxio 97854 1
asn1 97850 0
ansicon 97848 1
sagemaker-pyspark 97833 1
opt-einsum-fx 97812 1
allure-combine 97809 1
nvgpu 97758 1
mkdocs-redirects 97745 0
fsspec-xrootd 97732 1
pymarshaler 97585 1
databricks-utils 97556 1
pytools 97216 0
apiritif 97208 1
rioxarray 97173 0
pyjks 97171 0
apache-airflow-providers-apache-beam 97152 1
zmq 97150 1
polyfactory 97146 1
json-ref-dict 97093 1
cx-freeze 97076 1
plexapi 97069 0
timeago 97036 0
primepy 96980 1
rasterstats 96977 0
colorhash 96950 1
ipyleaflet 96883 1
affinegap 96838 1
u-msgpack-python 96809 0
aws-cdk-aws-redshift-alpha 96786 1
honeycomb-beeline 96737 1
l18n 96690 0
dask-histogram 96598 1
aws-cdk-aws-codepipeline 96394 0
akinator-py 96332 1
html2image 96217 1
flex 96112 1
dotenv 96101 1
certbot-dns-route53 96056 1
virustotal3 95888 1
async-exit-stack 95881 1
twython 95739 1
js2xml 95565 1
pytest-reportlog 95519 1
language-tags 95491 1
tuf 95381 1
cxxfilt 95369 0
rpaframework-dialogs 95342 1
bqplot 95182 1
striprtf 95171 0
soda-core-bigquery 95140 0
sagemaker-training 94983 1
parquet-metadata 94965 1
tree-format 94924 1
fcache 94907 1
whatthepatch 94879 0
pyexcelerate 94867 1
pyunpack 94849 1
scikit-fem 94845 1
python-debian 94842 1
globre 94840 1
types-pycurl 94832 1
funcparserlib 94829 0
arthurai 94817 1
workos 94800 1
proxy-py 94796 0
qiniu 94762 1
pyftdi 94760 0
diagrams 94759 0
bleak 94724 1
olefileio-pl 94721 1
ftputil 94690 0
python-gilt 94681 0
torch-pitch-shift 94547 1
knockknock 94477 1
mo-kwargs 94473 0
opentracing-instrumentation 94460 1
mo-logs 94460 0
lightning-api-access 94452 0
assemblyline-client 94452 0
segment-anything 94409 1
git-python 94391 1
versioningit 94295 1
pytest-print 94277 1
torch-audiomentations 94267 1
jina 94248 1
dramatiq 94197 1
tfcausalimpact 94193 1
numpy-groupies 94122 1
delocate 94099 1
robocorp-dialog 94084 1
sahi 94037 1
collate-sqllineage 94024 1
spark-testing-base 94012 1
prefixed 93990 0
presidio-anonymizer 93934 0
pyexcel-xls 93877 0
kappa 93825 1
pyttsx3 93731 0
beanie 93646 1
throttler 93591 1
markdown-inline-graphviz-extension 93492 1
types-orjson 93485 0
kaldi-io 93428 1
yandexcloud 93419 1
dumbyaml 93406 1
jinja2-ansible-filters 93381 0
django-better-admin-arrayfield 93342 1
pptree 93287 1
python-logging-rabbitmq 93270 1
keras-core 93189 1
iterproxy 93153 1
pyartifactory 93104 1
synchronicity 93018 0
postgres 92987 1
bpython 92884 0
first 92877 0
geog 92872 1
placekey 92844 1
pyxnat 92842 1
resiliparse 92703 1
pyvoip 92699 1
conda-pack 92576 0
pynvim 92575 0
django-sslserver 92526 0
json-logic 92506 1
libhoney 92451 1
aliyun-python-sdk-ecs 92333 1
opencensus-ext-flask 92273 1
django-cache-memoize 92226 0
inotify 92155 0
python-binary-memcached 92116 1
canmatrix 91979 0
luhn 91974 0
mip 91974 1
libvirt-python 91908 1
maltego-trx 91830 1
validator-collection 91785 1
cli-passthrough 91704 1
osmnx 91657 1
splinter 91628 0
splink 91579 1
aggdraw 91556 1
swimbundle-utils 91519 1
sphinx-external-toc 91482 1
transliterate 91482 0
dash-auth 91481 0
yaml-config 91346 1
types-typed-ast 91258 0
sagemaker-inference 91241 1
poethepoet 91225 0
schemachange 91215 1
pycountry-convert 91211 1
pyiceberg 91167 0
outdated 91094 0
pyserde 91073 0
mozlog 91009 1
django-admin-autocomplete-filter 90996 1
vsts-client 90947 1
klayout 90913 1
ec2instanceconnectcli 90894 0
lumigo-core 90892 0
vat-utils 90832 1
ddapm-test-agent 90832 1
everett 90809 1
pyddq 90778 1
fastapi-mail 90772 0
python-louvain 90728 0
argparse-dataclass 90589 1
optimizely-sdk 90587 1
unlzw3 90517 1
darker 90429 1
types-contextvars 90428 1
dython 90428 1
connectorx 90404 0
usaddress-scourgify 90380 1
celery-once 90272 0
browserstack-local 90200 1
doc-warden 90179 1
crowdstrike-falconpy 90175 1
auto-gptq 90152 1
sphinx-sitemap 90041 1
simple-settings 89999 1
sqlalchemy-continuum 89951 0
farm-haystack 89938 1
bps-restpy 89893 1
mat73 89890 1
colorlover 89802 0
authedwig 89776 1
aws-cdk-aws-kinesisfirehose 89747 0
pyts 89666 1
pytenable 89554 0
pyhostman 89518 1
supermercado 89465 0
json-logging-py 89448 1
emails 89445 1
pandas-redshift 89441 1
gdstk 89441 1
control 89336 1
pygerrit2 89333 0
qdarkstyle 89283 0
pylzma 89246 0
strsim 89229 1
certipy 89134 0
googlexcel-nopassword 89005 1
tap-framework 88973 1
yara-python 88942 1
waifupicspython 88923 1
rrdtool 88878 1
sockets 88864 1
no-manylinux 88771 1
certbot-apache 88708 1
mozilla-django-oidc 88707 1
morecantile 88694 0
pytest-timestamper 88545 1
pansi 88530 1
warlock 88502 1
django-redis-cache 88452 1
cloudsmith-api 88387 0
drf-extra-fields 88317 1
k-diffusion 88313 1
cvss 88296 1
mail-parser 88266 0
pip-autoremove 88178 1
marathon 88170 1
types-lxml 88161 1
pytest-console-scripts 88137 0
verspec 88090 0
doc8 88026 0
hive-metastore-client 87950 1
threaded 87874 1
datadog-checks-base 87813 1
jupyter-telemetry 87667 1
dvc-s3 87610 1
fuzzysearch 87598 1
accept-types 87572 1
backports-strenum 87515 1
gdsfactory 87503 1
types-polib 87434 1
azure-functions-durable 87423 1
pgzip 87381 1
mwparserfromhell 87329 0
auto-py-to-exe 87247 1
geojsoncontour 87208 1
docx2pdf 87197 1
sydney-py 87188 1
google-cloud-appengine-admin 87136 1
duckdb-engine 87128 0
dbt 86988 1
flake8-tuple 86958 0
case-converter 86944 1
py3dmol 86911 1
phonemizer 86861 1
nflx-genie-client 86803 1
esprima 86793 0
whylogs 86765 1
mailer 86749 1
pytest-ansible 86741 1
google-cloud-functions 86700 1
django-cryptography 86666 0
pytest-csv 86651 1
reedsolo 86578 0
jsonrpcclient 86542 0
sphinxcontrib-spelling 86520 1
nostradamus 86517 1
segments 86516 1
flask-api 86513 0
dash-daq 86498 0
shutilwhich 86257 0
autogluon-features 86224 1
certvalidator 86201 1
flask-graphql 86189 1
django-compat 86174 0
dbt-trino 86168 1
ssh-python 86141 1
python-vagrant 86127 0
mf2py 86079 1
kedro-datasets 85825 1
pennylane-lightning 85813 1
sphinx-thebe 85764 1
ibis-framework 85639 1
crhelper 85616 1
django-bootstrap-v5 85609 1
fiftyone-brain 85558 1
idf-build-apps 85516 1
django-imagekit 85510 1
firebase-functions 85503 1
mkdocs-section-index 85458 1
django-elasticsearch-dsl-drf 85454 1
shelljob 85454 0
stem 85406 0
pip-with-requires-python 85309 1
search-engine-parser 85272 1
restfly 85205 0
playsound 85201 1
repoze-who 85198 0
feedgen 85177 0
prefect-snowflake 85119 1
tag-expressions 85063 0
readability-lxml 85054 0
json-spec 85047 1
pylint-pydantic 85043 0
visdom 85031 1
import-ipynb 85031 1
mssql-django 85031 1
oletools 85024 1
monkeytype 85007 1
django-jazzmin 84956 1
feather-format 84880 1
lorem-text 84601 1
flake8-html 84508 1
pyangbind 84483 1
pytest-shard 84479 1
pytrends 84445 0
scrubadub 84403 1
collectfast 84398 1
autogluon-core 84330 1
torch-tb-profiler 84302 1
pandas-read-xml 84274 1
eks-token 84270 1
ipylab 84206 1
quantities 84125 0
selenium-stealth 84016 0
discord-py-self 83886 1
pylint-venv 83877 0
voxel51-eta 83834 1
pymysqllock 83825 1
ci-info 83816 0
flask-pymongo 83807 1
ipinfo 83800 1
sphinxcontrib-svg2pdfconverter 83738 1
aws-cdk-aws-batch 83732 1
pony 83663 0
python-version 83661 1
heroku3 83623 1
types-enum34 83532 0
mimesis 83448 1
emojis 83432 1
copulas 83364 1
better-exceptions 83326 1
cmarkgfm 83294 0
webexteamssdk 83290 0
pycoingecko 83203 1
dataengine 83173 1
pytest-testmon 83146 0
apache-airflow-providers-cloudant 83117 1
mnemonic 83099 1
cmreshandler 83086 1
azureml-automl-runtime 82996 1
xmldiff 82949 0
dedupe-variable-datetime 82906 1
dict2css 82868 1
textract 82817 1
google-api-python-client-stubs 82804 0
amplitude-analytics 82779 1
ciscoconfparse 82754 1
dtale 82699 1
mkdocs-exclude 82682 0
pypdf3 82678 0
django-rest-framework 82672 1
pcodedmp 82652 1
data-foldersplit 82603 1
flake8-functions 82585 0
unleashclient 82571 1
trainer 82568 1
letsencrypt 82552 1
flake8-cognitive-complexity 82536 0
types-click-spinner 82523 1
k-means-constrained 82514 1
blosc 82512 1
tensorflow-model-analysis 82502 1
django-admin-list-filter-dropdown 82467 1
flake8-blind-except 82466 0
zhon 82464 1
cobs 82360 1
dynamodb-encryption-sdk 82353 1
columnar 82221 1
aws-cdk-aws-lambda-event-sources 82198 1
django-sendgrid-v5 82168 1
stestr 82154 1
kubernetes-validate 82132 1
dlinfo 82075 0
unicodedata2 82041 0
globus-sdk 82030 0
scanpy 82026 1
standardjson 81996 1
futurist 81984 0
cognitive-complexity 81934 0
lazy-model 81907 1
ggshield 81891 1
pip-system-certs 81725 1
anyscale 81690 1
pysha3 81678 1
rethinkdb 81671 0
blacken-docs 81618 0
biopandas 81589 0
promptflow 81565 1
jupyter-book 81540 1
pyterminate 81512 1
pandas-summary 81489 1
cloudsmith-cli 81478 0
humbug 81457 1
sigtools 81411 0
sumologic-sdk 81400 1
robotframework-debuglibrary 81385 1
azure-mgmt-costmanagement 81344 1
edk2-pytool-library 81321 0
exllamav2 81294 1
pyjnius 81292 1
secure-cookie 81250 1
pymqi 81218 1
setfit 81206 1
jamo 81133 1
edk2-pytool-extensions 81126 0
jsonseq 81094 1
snakebite-py3 81075 1
molecule-docker 81037 1
cli-helpers 80989 0
mplfinance 80968 0
srt 80862 0
apache-airflow-providers-asana 80846 1
osmium 80830 1
powerlaw 80793 0
django-prettyjson 80780 1
coincurve 80761 1
fake-factory 80746 1
sphinx-markdown-tables 80687 1
terraform-compliance 80660 0
autogluon-common 80624 1
ssm-parameter-store 80579 1
sphinx-comments 80567 1
devpi-client 80525 0
mr-proper 80410 0
interchange 80393 1
randomname 80388 1
phpserialize 80304 0
python-intervals 80194 1
flake8-pytest-style 80135 0
nbval 80116 1
deb-pkg-tools 80106 1
localstack 80027 0
weblib 80009 1
google-cloud-retail 79994 1
alarmageddon 79983 1
duo-client 79959 0
pykml 79859 1
nkeys 79847 1
asset 79847 1
elasticecshandler 79813 1
secrets 79811 1
robotfixml 79773 1
pysnmp-mibs 79739 1
django-permissionedforms 79573 0
sphinx-multitoc-numbering 79535 1
youtube-transcript-api 79514 0
deebot-client 79482 1
fabric3 79427 0
tts 79422 1
flask-executor 79418 1
certbot-dns-cloudflare 79376 1
devpi-common 79374 0
airflow-multi-dagrun 79321 1
nfoursid 79279 1
ase 79216 0
prefect-sqlalchemy 79202 1
gcloud-rest-auth 79167 1
pycloudflared 79143 1
pyqtwebengine 79065 1
recurrent 78982 1
django-simple-captcha 78968 0
amundsen-databuilder 78944 1
lycoris-lora 78942 1
exhale 78913 1
flake8-annotations-complexity 78909 1
shimmy 78885 1
sas7bdat 78882 1
mapbox-earcut 78879 1
vokativ 78781 1
cppy 78766 0
datacorecommon 78765 0
kitchen 78759 0
ibm-platform-services 78757 1
sphinx-jupyterbook-latex 78750 1
spyrmsd 78746 1
ipyvuetify 78713 0
google-cloud-billing 78713 1
mne 78632 1
extra-streamlit-components 78611 1
flake8-pie 78596 1
aadict 78587 0
rel 78580 0
webdavclient3 78462 0
npy-append-array 78458 1
opentelemetry-instrumentation-boto3sqs 78455 1
localconfig 78450 1
clint 78431 0
nbqa 78406 0
pkgtools 78382 1
rasa-sdk 78370 1
types-docopt 78350 1
datapackage 78276 1
pyg 78248 1
django-rest-knox 78208 1
banal 78130 0
proxmoxer 78090 0
urdfpy 78082 1
azureml-training-tabular 78054 1
fissix 77973 1
geojson-pydantic 77922 1
kt-legacy 77919 1
edge-tts 77885 1
teslajsonpy 77884 0
pytabcmd 77872 1
puremagic 77792 0
autogluon-tabular 77787 1
portion 77780 1
keras-nlp 77718 1
types-pyrfc3339 77669 1
python-i18n 77594 0
sphinx-bootstrap-theme 77590 1
testrail-api 77554 1
python-heatclient 77545 1
in-toto 77545 1
types-waitress 77513 1
promptflow-tools 77495 1
seeq 77474 1
pyld 77376 0
leancloud 77354 1
pyjavaproperties3 77350 1
iniparse 77317 0
pyautogen 77275 1
django-sortedm2m 77256 1
pytest-helpers-namespace 77235 0
yachalk 77215 0
tortoise-orm 77207 0
pyfaidx 77068 0
django-lifecycle 77058 1
cloudfoundry-client 77041 1
django-pipeline 77029 1
kweb 77003 1
py3rijndael 76978 0
kfactory 76951 1
oslo-policy 76861 0
okta-jwt-verifier 76836 1
pyinstrument-cext 76812 1
fiftyone 76807 1
scikit-learn-extra 76773 0
flask-pydantic 76733 1
types-oauthlib 76672 1
uwsgitop 76664 1
pbtools 76622 1
re-data 76577 1
webhook-listener 76518 1
dlint 76418 0
castxml 76392 0
django-bootstrap3 76313 1
snowplow-tracker 76273 1
dash-cytoscape 76265 1
aliyun-python-sdk-rds 76263 1
django-utils-six 76259 1
secure 76259 0
spark-expectations 76258 1
sphinx-toolbox 76169 1
contexttimer 76167 0
onnxruntime-extensions 76150 1
proto-google-cloud-datastore-v1 76114 1
cpython 76084 1
contours 76048 1
dictmentor 75974 1
geolib 75943 1
msedge-selenium-tools 75929 1
speaklater 75928 0
docopt-ng 75920 1
py-mini-racer 75902 1
pyqt-builder 75896 0
oslo-messaging 75812 1
flake8-expression-complexity 75706 1
test-tube 75638 1
lapx 75635 1
acachecontrol 75618 1
pipeline-ai 75552 1
tabmat 75523 1
squarify 75505 1
djangosaml2 75492 1
ipython-autotime 75481 1
datalab 75477 1
django-htmx 75449 0
django-bootstrap-form 75189 0
scikit-posthocs 75188 0
stldecompose 75152 1
flake8-no-implicit-concat 75143 1
mrjob 75066 1
geonamescache 74940 1
trogon 74896 1
radish-bdd 74854 0
grpc-requests 74836 1
pytest-pretty 74806 1
betacal 74767 1
fuckit 74762 1
chart-studio 74730 0
mkdocs-literate-nav 74729 1
pysingleton 74715 0
google-cloud-documentai 74696 1
pyjson5 74694 0
robotframework-tidy 74677 1
python-sonarqube-api 74664 1
covid 74654 1
tensorrt 74614 1
pytest-cache 74566 0
esp-idf-monitor 74555 1
pastescript 74506 0
tidy3d 74483 1
mailchimp-transactional 74465 0
rules 74440 0
wslink 74437 0
gpy 74416 0
pandas-ta 74399 1
nvidia-cuda-nvcc-cu12 74398 0
loky 74372 1
pyvim 74345 1
language-data 74339 0
types-pyvmomi 74300 1
nipype 74299 1
oslo-db 74220 1
local-attention 74213 1
sphinx-jinja2-compat 74150 1
sax 74148 1
logtail-python 74137 1
instructorembedding 74041 1
array-api-compat 73920 1
types-regex 73904 1
bentoml 73903 1
pypandoc-binary 73822 0
sccache 73807 0
simpful 73805 1
types-jack-client 73735 1
selection 73688 1
ax-platform 73669 1
robotframework-retryfailed 73666 1
ruyaml 73655 0
polyfuzz 73630 1
neuralprophet 73618 1
xbxbot 73587 1
glum 73559 1
django-datadog-logger 73535 1
oauth2-client 73529 1
pulumi-tls 73515 0
psygnal 73426 0
